0.99694,1.2771,1.29,0.16234,0.21899,0.63294,1.8593,2.4524,0.18744,0.59947,0.76399,2.4999,0.20165,0.64587,2.4696,0.30758,0.0086502,0.75937,0.80735,0.44883,0.2202,0.048213,0.56816,2.22,0.13759,0.22783,2.3247,3.8245,0.16294,0.45981,0.63093,2.5048,0.22467,0.6429,2.6522,1.4054,0.0033433,3.0989,1.9315,0.029908,0.94401,0.31607,0.021917,0.28851,1.4024
1.1828,1.9242,2.8995,1.1328,1.1381,0.83158,1.4732,2.1772,1.2965,0.87671,0.81847,1.9986,1.2643,1.0085,1.0601,0.14574,0.0085488,0.29081,1.0988,0.2621,0.06793,0.011935,0.49663,1.2384,1.1645,1.1733,1.8533,5.243,1.1721,1.0284,0.9023,1.8228,1.0221,0.8561,1.7834,2.2735,0.028813,0.77116,1.8169,0.022705,0.97292,0.11359,0.011999,0.22265,1.5662
0.45902,0.63984,0.5279,0.43303,0.32893,0.30588,0.39026,0.64604,0.33423,0.36588,0.45248,0.70728,0.39669,0.34817,1.9213,0.10301,0.012467,0.92817,1.1057,0.1501,0.090113,0.022224,0.93769,2.6481,0.30824,0.32064,0.40061,1.8314,0.40939,0.28916,0.28781,0.47195,0.41709,0.3425,0.66613,0.22755,0.0040278,1.5338,1.1425,0.07151,1.1773,0.16136,0.028611,0.70938,1.5953
0.25135,0.18315,0.32631,0.71012,0.8187,0.93663,0.74767,1.0315,0.96265,1.0368,1.0465,0.91701,0.47774,0.92116,1.9673,0.14023,0.021927,0.53291,0.89489,0.3679,0.20205,0.024962,0.60279,1.3129,0.79119,0.64746,0.5828,0.66389,0.81884,0.8516,0.91678,0.75924,0.65891,1.0255,1.1685,0.40159,0.011451,1.525,1.9702,0.02834,1.4815,0.1929,0.026342,0.38661,1.1761
1.8005,1.0644,1.3403,0.38149,0.34061,0.34281,0.65299,0.94472,0.36371,0.36508,0.35928,1.0151,0.38112,0.4239,0.87211,0.15557,0.021016,0.4183,1.028,0.23435,0.13565,0.027006,0.68628,1.3961,0.36923,0.46516,0.87598,3.0702,0.35304,0.34103,0.4055,0.74733,0.34487,0.45965,0.76641,0.67482,0.0050143,0.64233,1.3997,0.017446,0.96297,0.14542,0.04765,0.51324,1.816
0.99437,0.36646,0.4925,0.50493,0.58822,0.6795,1.5906,1.8862,0.31023,0.69369,0.69312,2.0777,0.37823,0.72718,1.2307,0.29847,0.031051,0.66862,1.0845,0.46272,0.1222,0.018029,0.56068,0.74914,0.43424,0.47597,1.5036,2.7353,0.65,0.71446,0.57677,1.8669,0.39865,0.73359,2.0142,0.50678,0.021391,1.4546,2.2594,0.033876,1.0201,0.2651,0.013233,0.5288,0.95201
0.63436,0.56504,2.0433,0.44157,0.36441,0.421,0.96012,1.417,0.4081,0.28957,0.35641,1.3358,0.42824,0.34177,1.0169,0.28873,0.030897,0.5642,0.74822,0.25589,0.18122,0.036496,0.65074,1.3599,0.40936,0.38196,1.3353,7.1009,0.29601,0.45483,0.40287,1.213,0.24316,0.36956,1.3758,0.86768,0.013965,0.77904,1.2201,0.026738,0.87069,0.17689,0.036848,0.57289,0.65514
0.63464,0.97968,1.1916,0.23271,0.16377,0.38331,1.1583,1.4936,0.23644,0.26285,0.36383,1.3671,0.23017,0.27511,1.2599,0.30025,0.0050534,0.50475,0.77058,0.41789,0.1637,0.038252,0.71751,1.3792,0.26328,0.26415,1.1526,4.3326,0.24201,0.32681,0.26554,1.3094,0.27136,0.30063,1.5412,0.23544,0.012392,1.3946,1.2836,0.022825,1.5484,0.22902,0.018655,0.25005,0.76619
1.8763,0.9334,0.77148,0.24127,0.093783,0.11748,1.6413,2.6018,0.12803,0.10287,0.30892,2.4378,0.19348,0.12868,3.9011,0.11225,0.010267,1.281,1.6513,0.25708,0.097654,0.024452,0.87836,2.5614,0.17653,0.16251,1.6268,2.6411,0.16108,0.10964,0.16596,2.4207,0.16113,0.204,2.5105,2.1252,0.039351,3.2481,2.9399,0.045351,1.9594,0.2018,0.019548,0.42447,2.0988
0.80043,0.75381,1.8475,0.5005,0.34149,0.39138,1.6841,2.7338,0.43486,0.2584,0.29462,2.6711,0.51693,0.29843,2.6833,0.32643,0.045163,1.5898,2.6806,0.49354,0.25218,0.017861,1.9125,2.0212,0.47847,0.37059,2.2636,6.0308,0.38802,0.30783,0.28487,2.1721,0.39182,0.30354,2.5415,0.97322,0.033909,1.786,3.065,0.025835,2.8057,0.26396,0.039202,0.80277,2.3999
1.7207,1.4777,1.138,0.39363,0.41046,0.71912,0.28869,0.47224,0.39939,0.42943,0.5138,0.4031,0.35939,0.50143,0.91588,0.081152,0.013711,0.19122,0.47477,0.12622,0.056018,0.019327,0.38018,1.3356,0.43523,0.33717,0.33737,1.8498,0.38731,0.64602,0.57966,0.39615,0.54142,0.63324,0.49972,0.86652,0.011169,0.6048,0.77045,0.013442,0.46768,0.081122,0.025366,0.040747,0.886
2.2178,0.88502,1.6191,0.53699,0.39417,0.24934,2.0994,3.0042,0.40829,0.17197,0.36573,2.9653,0.30309,0.24449,2.8333,0.14256,0.010599,0.97691,1.5799,0.33861,0.12529,0.011183,0.73154,2.1569,0.60446,0.37963,2.5462,7.6049,0.36671,0.21903,0.22291,2.4973,0.30964,0.22284,2.772,0.56825,0.051,1.6999,3.7016,0.010437,1.7225,0.14905,0.010776,0.37615,1.0283
2.1462,1.3645,0.3513,0.21567,0.27547,0.79439,1.43,1.8328,0.19291,0.65815,0.82152,1.8144,0.18471,0.57574,2.378,0.17986,0.014466,0.69958,2.1632,0.30027,0.10212,0.02341,1.2773,1.6037,0.20907,0.22772,1.5875,2.1896,0.21337,0.60732,0.7344,1.8858,0.22483,0.67854,1.9294,0.2179,0.0096676,1.7865,3.0951,0.03137,1.9916,0.21163,0.022339,0.45045,2.1773
